# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles:P'
# Event count (approx.): 1496259908
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                           
# ........  ...............  ................................  .................................................................................................................................................................................................................................................................
#
     0.02%  Xorg             [kernel.kallsyms]                 [k] __memcg_slab_free_hook
     0.02%  sd-resolve       [kernel.kallsyms]                 [k] entry_SYSCALL_64_after_hwframe
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] vfs_read
     0.02%  swapper          [kernel.kallsyms]                 [k] timekeeping_update
     0.02%  systemd-timesyn  [kernel.kallsyms]                 [k] clear_bhb_loop
     0.02%  gmain            [kernel.kallsyms]                 [k] __lookup_mnt
     0.02%  systemd-timesyn  libsystemd-shared-255.so          [.] expand_to_usable
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] page_counter_cancel
     0.02%  upowerd          libc.so.6                         [.] __printf_buffer
     0.02%  upowerd          [unknown]                         [.] 0000000000000000
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] intel_gpio_irq_mask_unmask
     0.02%  Xorg             Xorg                              [.] ReadRequestFromClient
     0.02%  Xorg             [kernel.kallsyms]                 [k] skl_check_wm_level.isra.0
     0.02%  Xorg             Xorg                              [.] 0x0000000000082bb8
     0.02%  Xorg             [kernel.kallsyms]                 [k] update_curr
     0.02%  sd-resolve       [kernel.kallsyms]                 [k] stream_open
     0.02%  swapper          [kernel.kallsyms]                 [k] update_sd_pick_busiest
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] inode_permission
     0.02%  Xorg             [kernel.kallsyms]                 [k] __fdget
     0.02%  GUsbEventThread  [unknown]                         [.] 0000000000000000
     0.02%  gdbus            [kernel.kallsyms]                 [k] cgroup_rstat_updated
     0.02%  kworker/0:1-eve  [kernel.kallsyms]                 [k] calc_wheel_index
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000061c135
     0.02%  kworker/8:1H-kb  [kernel.kallsyms]                 [k] __cond_resched
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c76c
     0.02%  perf             [kernel.kallsyms]                 [k] syscall_exit_to_user_mode
     0.02%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x0000000000084268
     0.02%  pool-spawner     [kernel.kallsyms]                 [k] entry_SYSCALL_64
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000406bb0
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] ttwu_queue_wakelist
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] security_inode_getattr
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] memcpy_orig
     0.02%  systemd-resolve  [kernel.kallsyms]                 [k] __rseq_handle_notify_resume
     0.02%  kworker/2:0-eve  [kernel.kallsyms]                 [k] dequeue_entity
     0.02%  gnome-terminal-  libvte-2.91.so.0.7600.0           [.] gdk_event_get_window@plt
     0.02%  systemd-oomd     libc.so.6                         [.] __underflow
     0.02%  systemd-timesyn  [kernel.kallsyms]                 [k] x64_sys_call
     0.02%  gnome-shell      libX11.so.6.4.0                   [.] _XFreeEventCookies
     0.02%  rcu_preempt      [kernel.kallsyms]                 [k] update_curr
     0.02%  gnome-terminal-  libvte-2.91.so.0.7600.0           [.] 0x0000000000032840
     0.02%  wpa_supplicant   libdbus-1.so.3.32.4               [.] 0x0000000000021c50
     0.02%  kworker/11:1-ev  [kernel.kallsyms]                 [k] newidle_balance
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] hrtimer_start_range_ns
     0.02%  Xorg             [kernel.kallsyms]                 [k] refill_obj_stock
     0.02%  gmain            [kernel.kallsyms]                 [k] strncpy_from_user
     0.02%  dbus-daemon      libc.so.6                         [.] __strlen_avx2
     0.02%  gvfs-afc-volume  libc.so.6                         [.] __pselect
     0.02%  Xorg             [kernel.kallsyms]                 [k] syscall_return_via_sysret
     0.02%  upowerd          [kernel.kallsyms]                 [k] __x64_sys_fallocate
     0.02%  systemd          [kernel.kallsyms]                 [k] clear_bhb_loop
     0.02%  swapper          [kernel.kallsyms]                 [k] next_expiry_recalc
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] security_inode_permission
     0.02%  thermald         [kernel.kallsyms]                 [k] acpi_ns_build_normalized_path
     0.02%  swapper          [kernel.kallsyms]                 [k] _raw_spin_lock_irq
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] apparmor_socket_recvmsg
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] update_cfs_group
     0.02%  usb-storage      [kernel.kallsyms]                 [k] scsi_complete
     0.02%  systemd-resolve  [kernel.kallsyms]                 [k] update_curr
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] __memcg_slab_post_alloc_hook
     0.02%  dbus-daemon      [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.02%  kworker/0:1-eve  [kernel.kallsyms]                 [k] memchr_inv
     0.02%  Xorg             libc.so.6                         [.] pthread_mutex_lock@@GLIBC_2.2.5
     0.02%  gdbus            [kernel.kallsyms]                 [k] __x64_sys_poll
     0.02%  kworker/u32:3-e  [kernel.kallsyms]                 [k] kmem_cache_alloc
     0.02%  sd-resolve       [kernel.kallsyms]                 [k] __ip_local_out
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] blkcg_maybe_throttle_current
     0.02%  thermald         libc.so.6                         [.] __vasprintf_internal
     0.02%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] update_dl_rq_load_avg
     0.02%  kworker/u32:3-e  [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db830
     0.02%  kworker/1:0-eve  [kernel.kallsyms]                 [k] kthread_data
     0.02%  swapper          [kernel.kallsyms]                 [k] ct_idle_enter
     0.02%  gmain            [kernel.kallsyms]                 [k] link_path_walk.part.0.constprop.0
     0.02%  jbd2/sda2-8      [kernel.kallsyms]                 [k] blk_mq_submit_bio
     0.01%  systemd          [kernel.kallsyms]                 [k] os_xsave
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x000000000004e5a0
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] do_sys_poll
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] aa_inet_msg_perm
     0.01%  kcompactd0       [kernel.kallsyms]                 [k] __update_idle_core
     0.01%  gdbus            [kernel.kallsyms]                 [k] rep_movs_alternative
     0.01%  swapper          [kernel.kallsyms]                 [k] note_gp_changes
     0.01%  thermald         [kernel.kallsyms]                 [k] refill_obj_stock
     0.01%  kworker/u32:3-e  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  gnome-shell      libffi.so.8.1.4                   [.] 0x00000000000043a4
     0.01%  thermald         [kernel.kallsyms]                 [k] obj_cgroup_charge
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] sock_poll
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] free@plt
     0.01%  thermald         [kernel.kallsyms]                 [k] sysfs_kf_seq_show
     0.01%  swapper          [kernel.kallsyms]                 [k] sched_idle_set_state
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x000000000004adfd
     0.01%  JS Helper        libmozjs-115.so.115.10.0          [.] 0x00000000003110ab
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] g_object_new
     0.01%  gmain            [kernel.kallsyms]                 [k] reweight_entity
     0.01%  kworker/13:2-ev  [kernel.kallsyms]                 [k] dequeue_entity
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005d4d1
     0.01%  gnome-terminal-  libdbus-1.so.3.32.4               [.] _dbus_rmutex_lock
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002e412a
     0.01%  swapper          [kernel.kallsyms]                 [k] irq_work_run_list
     0.01%  gmain            [kernel.kallsyms]                 [k] restore_fpregs_from_fpstate
     0.01%  gnome-shell      libxcb.so.1.1.0                   [.] xcb_wait_for_reply64
     0.01%  usb-storage      [kernel.kallsyms]                 [k] __wake_up_common
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __schedule
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] g_source_query_unix_fd@plt
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] import_ubuf
     0.01%  gnome-terminal-  libc.so.6                         [.] __strchr_avx2
     0.01%  systemd-oomd     libc.so.6                         [.] __strspn_sse42
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] expand_files
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] XGetEventData
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] __memcg_slab_free_hook
     0.01%  swapper          [kernel.kallsyms]                 [k] local_touch_nmi
     0.01%  gmain            [kernel.kallsyms]                 [k] x64_sys_call
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] g_malloc0@plt
     0.01%  Xorg             [kernel.kallsyms]                 [k] ___perf_sw_event
     0.01%  usb-storage      [kernel.kallsyms]                 [k] schedule
     0.01%  upowerd          libglib-2.0.so.0.8000.0           [.] g_hash_table_lookup
     0.01%  kworker/u32:2-w  [kernel.kallsyms]                 [k] bio_to_wbt_flags
     0.01%  kworker/u32:2-w  [kernel.kallsyms]                 [k] blk_integrity_merge_bio
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000591c03
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] blkcg_maybe_throttle_current
     0.01%  kworker/u32:0-i  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  sd-resolve       [unknown]                         [.] 0000000000000000
     0.01%  swapper          [kernel.kallsyms]                 [k] error_return
     0.01%  kworker/13:2-ev  [kernel.kallsyms]                 [k] update_curr
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] kfree
     0.01%  swapper          [kernel.kallsyms]                 [k] regmap_read
     0.01%  swapper          [kernel.kallsyms]                 [k] sched_clock_idle_sleep_event
     0.01%  gnome-terminal-  libX11.so.6.4.0                   [.] XkbKeysymToModifiers
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x0000000000034926
     0.01%  thermald         thermald                          [.] cthd_rapl_power_meter::rapl_energy_loop()
     0.01%  swapper          [kernel.kallsyms]                 [k] refresh_cpu_vm_stats
     0.01%  thermald         libc.so.6                         [.] __strchr_avx2
     0.01%  kworker/u32:0-i  [kernel.kallsyms]                 [k] cgroup_rstat_flush_locked
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_hash_table_replace
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x0000000000093c40
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000617bf0
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] __ip_make_skb
     0.01%  gnome-terminal-  libXrender.so.1.3.0               [.] XRenderCreatePicture
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] syscall_exit_to_user_mode
     0.01%  usb-storage      [kernel.kallsyms]                 [k] available_idle_cpu
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_variant_new_va
     0.01%  gdbus            libc.so.6                         [.] __memmove_avx_unaligned_erms
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __raw_read_lock_irqsave
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] obj_cgroup_uncharge
     0.01%  kworker/4:0-eve  [kernel.kallsyms]                 [k] get_recent_times
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] sqlite3WalkExprNN
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] memcpy_orig
     0.01%  thermald         [kernel.kallsyms]                 [k] __cond_resched
     0.01%  systemd-resolve  libsystemd-shared-255.so          [.] 0x00000000001c35ac
     0.01%  pool-evolution-  [kernel.kallsyms]                 [k] get_page_from_freelist
     0.01%  perf             [kernel.kallsyms]                 [k] __update_load_avg_se
     0.01%  irq/133-ELAN050  [unknown]                         [.] 0000000000000000
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_actor_meta_get_type
     0.01%  perf             [kernel.kallsyms]                 [k] do_sys_poll
     0.01%  gmain            [kernel.kallsyms]                 [k] clear_bhb_loop
     0.01%  usb-storage      [kernel.kallsyms]                 [k] scsi_done_internal
     0.01%  usb-storage      [kernel.kallsyms]                 [k] select_task_rq_fair
     0.01%  rcu_preempt      [kernel.kallsyms]                 [k] psi_group_change
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __kmalloc_node_track_caller
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] __sys_recvfrom
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000015d2c5
     0.01%  migration/7      [kernel.kallsyms]                 [k] smpboot_thread_fn
     0.01%  perf             [kernel.kallsyms]                 [k] psi_group_change
     0.01%  systemd-oomd     systemd-oomd                      [.] 0x0000000000006f20
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x0000000000023721
     0.01%  swapper          [kernel.kallsyms]                 [k] calc_load_nohz_start
     0.01%  gmain            [kernel.kallsyms]                 [k] __memcg_slab_pre_alloc_hook
     0.01%  systemd-oomd     libc.so.6                         [.] __GI_____strtoull_l_internal
     0.01%  Xorg             [kernel.kallsyms]                 [k] update_cfs_group
     0.01%  thermald         [kernel.kallsyms]                 [k] __mod_memcg_state
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_threads_leave
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] put_prev_task_fair
     0.01%  pool-spawner     [kernel.kallsyms]                 [k] _raw_write_lock_irq
     0.01%  thermald         [kernel.kallsyms]                 [k] schedule_delayed_monitor_work
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] __fdget_pos
     0.01%  swapper          [kernel.kallsyms]                 [k] tick_nohz_idle_enter
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] vm_area_dup
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] _raw_spin_trylock
     0.01%  kworker/0:1-eve  [kernel.kallsyms]                 [k] __rcu_read_unlock
     0.01%  upowerd          [kernel.kallsyms]                 [k] acpi_ps_next_parse_state
     0.01%  upowerd          libc.so.6                         [.] malloc_consolidate
     0.01%  systemd          libc.so.6                         [.] __memcmp_avx2_movbe
     0.01%  kworker/10:1-ev  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  swapper          [kernel.kallsyms]                 [k] irq_exit_rcu
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] task_mm_cid_work
     0.01%  GUsbEventThread  [kernel.kallsyms]                 [k] os_xsave
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055572d
     0.01%  systemd-resolve  systemd-resolved                  [.] 0x000000000005aa3d
     0.01%  systemd-resolve  systemd-resolved                  [.] 0x000000000005b05f
     0.01%  perf             [kernel.kallsyms]                 [k] avg_vruntime
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] tick_sched_do_timer
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x0000000000041889
     0.01%  upowerd          [kernel.kallsyms]                 [k] __legitimize_path
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] account_user_time
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055ce1c
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] mas_wr_store_setup.isra.0
     0.01%  systemd          [kernel.kallsyms]                 [k] file_close_fd
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] __rcu_read_lock
     0.01%  Xorg             [kernel.kallsyms]                 [k] pollwake
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] kernfs_get_active
     0.01%  Xorg             [kernel.kallsyms]                 [k] __do_sys_kcmp
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] __unix_dgram_recvmsg
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] 0x00000000000bc6c7
     0.01%  gnome-shell      [vdso]                            [.] 0x0000000000000b4d
     0.01%  kworker/0:1-eve  [kernel.kallsyms]                 [k] vmstat_shepherd
     0.01%  thermald         [kernel.kallsyms]                 [k] dput
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_variant_unref
     0.01%  systemd-resolve  libc.so.6                         [.] __libc_sendmsg
     0.01%  swapper          [kernel.kallsyms]                 [k] __rcu_read_lock
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] kmem_cache_alloc_node
     0.01%  systemd          [kernel.kallsyms]                 [k] seq_read
     0.01%  rcu_preempt      [kernel.kallsyms]                 [k] enqueue_timer
     0.01%  kworker/0:1-eve  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] kernfs_fop_release
     0.01%  kworker/u32:2-w  [kernel.kallsyms]                 [k] sbitmap_finish_wait
     0.01%  Xorg             libc.so.6                         [.] _int_malloc
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] irq_fpu_usable
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] journal_tag_bytes
     0.01%  kworker/8:1H-kb  [kernel.kallsyms]                 [k] select_task_rq_fair
     0.01%  gnome-shell      libgjs.so.0.0.0                   [.] 0x000000000004ae28
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] do_timerfd_settime
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] read_tsc
     0.01%  swapper          [kernel.kallsyms]                 [k] __handle_irq_event_percpu
     0.01%  gdbus            [kernel.kallsyms]                 [k] psi_group_change
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x000000000005bd60
     0.01%  gmain            libc.so.6                         [.] __poll
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] __free_one_page
     0.01%  upowerd          libgobject-2.0.so.0.8000.0        [.] 0x0000000000034c6d
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] __msecs_to_jiffies
     0.01%  systemd-resolve  libsystemd-shared-255.so          [.] 0x00000000001bb897
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] do_syscall_64
     0.01%  upowerd          libc.so.6                         [.] _int_free
     0.01%  tracker-extract  libc.so.6                         [.] malloc
     0.01%  thermald         libstdc++.so.6.0.33               [.] std::basic_ios<char, std::char_traits<char> >::init(std::basic_streambuf<char, std::char_traits<char> >*)
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000009f6950
     0.01%  gnome-shell      libXext.so.6.4.0                  [.] 0x000000000000c4a2
     0.01%  tracker-extract  [kernel.kallsyms]                 [k] kmem_cache_alloc
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] asm_sysvec_apic_timer_interrupt
     0.01%  tracker-extract  [kernel.kallsyms]                 [k] sched_clock
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] g_source_get_time@plt
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __cond_resched
     0.01%  gdbus            [kernel.kallsyms]                 [k] sched_mm_cid_remote_clear
     0.01%  upowerd          libc.so.6                         [.] _int_malloc
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000063306e
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] __switch_to
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000609ffa
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x00000000000938de
     0.01%  swapper          [kernel.kallsyms]                 [k] __enqueue_entity
     0.01%  Xorg             nvidia_drv.so                     [.] xf86ScrnToScreen@plt
     0.01%  Xorg             Xorg                              [.] 0x00000000001e28d4
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] safe_atollu_full
     0.01%  gmain            [kernel.kallsyms]                 [k] __x64_sys_inotify_add_watch
     0.01%  gsd-housekeepin  libc.so.6                         [.] strlen@plt
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] 0x00000000001c38b1
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] cogl_onscreen_get_frame_counter
     0.01%  systemd-oomd     libc.so.6                         [.] cfree@GLIBC_2.2.5
     0.01%  swapper          [kernel.kallsyms]                 [k] available_idle_cpu
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] __count_memcg_events
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] sd_event_prepare
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] gtk_widget_get_type
     0.01%  systemd-oomd     systemd-oomd                      [.] 0x0000000000009b16
     0.01%  kworker/10:1-ev  [kernel.kallsyms]                 [k] get_recent_times
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] 0x00000000001d84db
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] extract_first_word
     0.01%  systemd-journal  systemd-journald                  [.] 0x000000000000f00a
     0.01%  pool-gnome-shel  libglib-2.0.so.0.8000.0           [.] __errno_location@plt
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000014595f
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005e4dbf
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000818283
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x000000000004891d
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c5e0
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] free@plt
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000acd7c
     0.01%  upowerd          [kernel.kallsyms]                 [k] find_get_entries
     0.01%  pool-tracker-mi  [kernel.kallsyms]                 [k] up_read
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] g_type_value_table_peek
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db848
     0.01%  Xorg             [kernel.kallsyms]                 [k] aa_file_perm
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] glib_gettext@plt
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db761
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005c30a
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055fe4c
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000ba9c40
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cdee
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cddf
     0.01%  pool-tracker-mi  libtracker-parser-libicu.so       [.] tracker_collation_shutdown
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] sqlite3KeyInfoUnref
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __rmqueue_pcplist
     0.01%  pool-tracker-mi  [kernel.kallsyms]                 [k] __calc_delta.constprop.0
     0.01%  snapd            snapd                             [.] 0x000000000021048d
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cea0
     0.01%  snapd            snapd                             [.] 0x000000000026fa3c
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] sock_poll
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000023afc5
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002e4458
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_visual_get_screen
     0.01%  swapper          [kernel.kallsyms]                 [k] led_trigger_blink_oneshot
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005e295
     0.01%  pool-tracker-ex  [kernel.kallsyms]                 [k] mod_objcg_state
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c614
     0.01%  kworker/11:1-ev  [kernel.kallsyms]                 [k] schedule
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __get_free_pages
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] rcu_segcblist_enqueue
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c5fc
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_source_ref
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x0000000000025a37
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000003b42d
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db84f
     0.01%  systemd-oomd     libc.so.6                         [.] __strnlen_avx2
     0.01%  gsd-housekeepin  libc.so.6                         [.] _int_malloc
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000a5af8
     0.01%  pool-tracker-mi  libc.so.6                         [.] __memmove_avx_unaligned_erms
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000d480c
     0.01%  kworker/0:1-eve  [kernel.kallsyms]                 [k] current_work
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000001a903b
     0.01%  snapd            snapd                             [.] 0x000000000021b97e
     0.01%  swapper          [kernel.kallsyms]                 [k] completion_done
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] strnlen
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000007cf30f
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000006125e0
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] get_random_u32
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x0000000000026d80
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] 0x00000000000261ea
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] dma_resv_reserve_fences
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] sd_event_ref
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000bf114a
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005913d1
     0.01%  pool-tracker-ex  [kernel.kallsyms]                 [k] __free_one_page
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] free_unref_page_prepare
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] apparmor_file_alloc_security
     0.01%  gnome-shell      [JIT] tid 2524                    [.] 0x00003403e0f65dd0
     0.01%  systemd-timesyn  [kernel.kallsyms]                 [k] may_open
     0.01%  swapper          [kernel.kallsyms]                 [k] switch_ldt
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000023afab
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000023afe1
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000591a60
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] g_signal_parse_name
     0.01%  perf             [kernel.kallsyms]                 [k] __cgroup_account_cputime
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000283ae4
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] mntput_no_expire
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x0000000000044e1e
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000006c334c
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x0000000000048bc0
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] sock_recvmsg
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c770
     0.01%  kworker/u32:0-i  [kernel.kallsyms]                 [k] sbitmap_any_bit_set
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] get_mem_cgroup_from_mm
     0.01%  gnome-shell      libc.so.6                         [.] __strcpy_avx2
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000555737
