# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles:P'
# Event count (approx.): 1496259908
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                           
# ........  ...............  ................................  .................................................................................................................................................................................................................................................................
#
     0.12%  pool-tracker-mi  libc.so.6                         [.] pthread_mutex_unlock@@GLIBC_2.2.5
     0.11%  swapper          [kernel.kallsyms]                 [k] rcu_needs_cpu
     0.11%  swapper          [kernel.kallsyms]                 [k] timerqueue_del
     0.11%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000bf1006
     0.11%  swapper          [kernel.kallsyms]                 [k] __dequeue_entity
     0.11%  swapper          [kernel.kallsyms]                 [k] run_posix_cpu_timers
     0.11%  kworker/u32:3-e  [kernel.kallsyms]                 [k] mem_cgroup_css_rstat_flush
     0.11%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cde7
     0.11%  swapper          [kernel.kallsyms]                 [k] idma64_irq
     0.11%  swapper          [kernel.kallsyms]                 [k] handle_softirqs
     0.11%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c5dd
     0.10%  kworker/u32:0-i  [kernel.kallsyms]                 [k] mem_cgroup_css_rstat_flush
     0.10%  swapper          [kernel.kallsyms]                 [k] calc_global_load
     0.10%  gnome-shell      libgjs.so.0.0.0                   [.] 0x0000000000066073
     0.10%  swapper          [kernel.kallsyms]                 [k] native_queued_spin_lock_slowpath
     0.10%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000251cbc
     0.10%  swapper          [kernel.kallsyms]                 [k] do_idle
     0.10%  swapper          [kernel.kallsyms]                 [k] quiet_vmstat
     0.10%  systemd-oomd     [kernel.kallsyms]                 [k] bpf_trampoline_6442545572
     0.10%  swapper          [kernel.kallsyms]                 [k] tick_program_event
     0.10%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db724
     0.10%  swapper          [kernel.kallsyms]                 [k] update_rt_rq_load_avg
     0.10%  swapper          [kernel.kallsyms]                 [k] __switch_to
     0.10%  swapper          [kernel.kallsyms]                 [k] update_fast_timekeeper
     0.09%  swapper          [kernel.kallsyms]                 [k] prepare_task_switch
     0.09%  swapper          [kernel.kallsyms]                 [k] local_clock_noinstr
     0.09%  swapper          [kernel.kallsyms]                 [k] native_apic_msr_eoi
     0.09%  swapper          [kernel.kallsyms]                 [k] error_entry
     0.09%  gnome-terminal-  [kernel.kallsyms]                 [k] __mod_memcg_lruvec_state
     0.09%  swapper          [kernel.kallsyms]                 [k] update_blocked_averages
     0.09%  swapper          [kernel.kallsyms]                 [k] __hrtimer_start_range_ns
     0.09%  swapper          [kernel.kallsyms]                 [k] cpuidle_reflect
     0.09%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055feab
     0.09%  gnome-terminal-  [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.09%  kworker/12:1-ev  [kernel.kallsyms]                 [k] update_min_vruntime
     0.09%  swapper          [kernel.kallsyms]                 [k] update_process_times
     0.09%  swapper          [kernel.kallsyms]                 [k] hrtimer_interrupt
     0.09%  swapper          [kernel.kallsyms]                 [k] xhci_irq
     0.09%  swapper          [kernel.kallsyms]                 [k] place_entity
     0.09%  swapper          [kernel.kallsyms]                 [k] pick_next_task_fair
     0.09%  swapper          [kernel.kallsyms]                 [k] check_tsc_unstable
     0.09%  swapper          [kernel.kallsyms]                 [k] scheduler_tick
     0.09%  swapper          [kernel.kallsyms]                 [k] __run_timers
     0.09%  swapper          [kernel.kallsyms]                 [k] ct_kernel_exit.isra.0
     0.09%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055573f
     0.08%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000259535
     0.08%  ksoftirqd/14     [kernel.kallsyms]                 [k] fw_domains_get_with_fallback
     0.08%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c5e9
     0.08%  gnome-terminal-  libdbus-1.so.3.32.4               [.] _dbus_list_pop_first_link
     0.08%  swapper          [kernel.kallsyms]                 [k] check_cpu_stall
     0.08%  systemd-oomd     [kernel.kallsyms]                 [k] __seccomp_filter
     0.08%  kworker/0:1-eve  [kernel.kallsyms]                 [k] get_recent_times
     0.08%  pool-tracker-mi  libc.so.6                         [.] pthread_mutex_lock@@GLIBC_2.2.5
     0.08%  swapper          [kernel.kallsyms]                 [k] psi_flags_change
     0.08%  swapper          [kernel.kallsyms]                 [k] calc_global_load_tick
     0.08%  gnome-shell      libc.so.6                         [.] malloc
     0.08%  swapper          [kernel.kallsyms]                 [k] get_next_timer_interrupt
     0.08%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055fce9
     0.08%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000544141
     0.08%  swapper          [kernel.kallsyms]                 [k] select_task_rq_fair
     0.08%  swapper          [kernel.kallsyms]                 [k] rb_erase
     0.08%  swapper          [kernel.kallsyms]                 [k] tick_nohz_next_event
     0.08%  swapper          [kernel.kallsyms]                 [k] ktime_get_update_offsets_now
     0.08%  systemd-oomd     [kernel.kallsyms]                 [k] format_decode
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c772
     0.07%  swapper          [kernel.kallsyms]                 [k] update_vsyscall
     0.07%  systemd-oomd     [kernel.kallsyms]                 [k] get_recent_times
     0.07%  systemd-oomd     [kernel.kallsyms]                 [k] memset_orig
     0.07%  swapper          [kernel.kallsyms]                 [k] _raw_spin_unlock
     0.07%  swapper          [kernel.kallsyms]                 [k] __rdgsbase_inactive
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db730
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005545e0
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000bf0ff8
     0.07%  dbus-daemon      libdbus-1.so.3.32.4               [.] dbus_message_get_interface
     0.07%  swapper          [kernel.kallsyms]                 [k] clockevents_program_event
     0.07%  swapper          [kernel.kallsyms]                 [k] _raw_spin_unlock_irqrestore
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000bf0fff
     0.07%  gnome-shell      libgjs.so.0.0.0                   [.] 0x000000000006594e
     0.07%  swapper          [kernel.kallsyms]                 [k] timekeeping_adjust.constprop.0
     0.07%  swapper          [kernel.kallsyms]                 [k] arch_scale_freq_tick
     0.07%  swapper          [kernel.kallsyms]                 [k] rcu_preempt_deferred_qs
     0.07%  swapper          [kernel.kallsyms]                 [k] rebalance_domains
     0.07%  pool-tracker-mi  libc.so.6                         [.] cfree@GLIBC_2.2.5
     0.07%  gnome-shell      libgjs.so.0.0.0                   [.] 0x00000000000660a8
     0.07%  hwrng            [kernel.kallsyms]                 [k] ioread32
     0.07%  swapper          [kernel.kallsyms]                 [k] __queue_work.part.0
     0.07%  swapper          [kernel.kallsyms]                 [k] nohz_balance_enter_idle
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c5d9
     0.07%  swapper          [kernel.kallsyms]                 [k] irq_work_tick
     0.07%  gnome-shell      [kernel.kallsyms]                 [k] psi_group_change
     0.07%  swapper          [kernel.kallsyms]                 [k] kthread_is_per_cpu
     0.07%  swapper          [kernel.kallsyms]                 [k] tick_nohz_stop_idle
     0.07%  perf             [kernel.kallsyms]                 [k] __filemap_get_folio
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db86b
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] JSRuntime::tracePersistentRoots(JSTracer*)
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c5ef
     0.07%  swapper          [kernel.kallsyms]                 [k] __schedule
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000554732
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000001a2dd4
     0.07%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055ffd8
     0.07%  swapper          [kernel.kallsyms]                 [k] rcu_pending
     0.06%  swapper          [kernel.kallsyms]                 [k] cpuidle_enter
     0.06%  swapper          [kernel.kallsyms]                 [k] should_we_balance
     0.06%  swapper          [kernel.kallsyms]                 [k] resched_curr
     0.06%  swapper          [kernel.kallsyms]                 [k] enqueue_task
     0.06%  Xorg             [unknown]                         [.] 0000000000000000
     0.06%  InputThread      [kernel.kallsyms]                 [k] dequeue_task_fair
     0.06%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c605
     0.06%  swapper          [kernel.kallsyms]                 [k] schedule_debug.isra.0
     0.06%  swapper          [kernel.kallsyms]                 [k] raw_spin_rq_lock_nested
     0.06%  swapper          [kernel.kallsyms]                 [k] asm_sysvec_apic_timer_interrupt
     0.06%  jbd2/sda2-8      [kernel.kallsyms]                 [k] __jbd2_journal_refile_buffer
     0.06%  jbd2/sda2-8      [kernel.kallsyms]                 [k] blk_mq_rq_ctx_init.isra.0
     0.06%  migration/0      [kernel.kallsyms]                 [k] native_sched_clock
     0.06%  swapper          [kernel.kallsyms]                 [k] ct_nmi_exit
     0.06%  thermald         libc.so.6                         [.] __printf_buffer
     0.06%  swapper          [kernel.kallsyms]                 [k] ct_idle_exit
     0.06%  swapper          [kernel.kallsyms]                 [k] arch_cpu_idle_enter
     0.06%  gdbus            libc.so.6                         [.] _int_free
     0.06%  kworker/11:1-ev  [kernel.kallsyms]                 [k] get_recent_times
     0.06%  systemd-resolve  [kernel.kallsyms]                 [k] __fdget
     0.06%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000057d059
     0.06%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000259513
     0.06%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055ce16
     0.06%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c617
     0.06%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] sqlite3VdbeExec
     0.06%  systemd-oomd     libsystemd-shared-255.so          [.] greedy_realloc
     0.06%  systemd-resolve  [kernel.kallsyms]                 [k] fib_table_lookup
     0.06%  swapper          [kernel.kallsyms]                 [k] timer_clear_idle
     0.06%  swapper          [kernel.kallsyms]                 [k] menu_reflect
     0.06%  swapper          [kernel.kallsyms]                 [k] irqentry_enter
     0.06%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c62b
     0.06%  swapper          [kernel.kallsyms]                 [k] _raw_spin_rq_lock_irqsave
     0.06%  snapd            [kernel.kallsyms]                 [k] do_syscall_64
     0.06%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c61d
     0.06%  InputThread      libinput.so.10.13.0               [.] 0x0000000000031b30
     0.06%  swapper          [kernel.kallsyms]                 [k] x86_pmu_disable
     0.06%  gnome-shell      libX11.so.6.4.0                   [.] _XStoreEventCookie
     0.06%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_actor_paint
     0.06%  swapper          [kernel.kallsyms]                 [k] ct_nmi_enter
     0.06%  swapper          [kernel.kallsyms]                 [k] __irq_exit_rcu
     0.06%  swapper          [kernel.kallsyms]                 [k] sched_clock
     0.06%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db82c
     0.06%  migration/12     [kernel.kallsyms]                 [k] prepare_task_switch
     0.06%  swapper          [kernel.kallsyms]                 [k] cpuidle_select
     0.06%  gdbus            libc.so.6                         [.] _int_malloc
     0.06%  perf             [kernel.kallsyms]                 [k] perf_poll
     0.06%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000374907
     0.06%  swapper          [kernel.kallsyms]                 [k] hrtimer_get_next_event
     0.05%  swapper          [kernel.kallsyms]                 [k] trigger_load_balance
     0.05%  kworker/13:2-ev  [kernel.kallsyms]                 [k] pci_conf1_read
     0.05%  swapper          [kernel.kallsyms]                 [k] native_load_tls
     0.05%  snapd            snapd                             [.] 0x000000000021b4f4
     0.05%  dbus-daemon      libc.so.6                         [.] __strcmp_avx2
     0.05%  swapper          [kernel.kallsyms]                 [k] hrtimer_reprogram
     0.05%  swapper          [kernel.kallsyms]                 [k] gen8_irq_handler
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002595d9
     0.05%  systemd-oomd     libc.so.6                         [.] __strlen_avx2
     0.05%  gnome-shell      libc.so.6                         [.] __memmove_avx_unaligned_erms
     0.05%  swapper          [kernel.kallsyms]                 [k] account_idle_ticks
     0.05%  swapper          [kernel.kallsyms]                 [k] ct_kernel_exit_state
     0.05%  swapper          [kernel.kallsyms]                 [k] sched_clock_cpu
     0.05%  InputThread      Xorg                              [.] 0x000000000007b5c0
     0.05%  gnome-shell      [kernel.kallsyms]                 [k] __copy_msghdr
     0.05%  swapper          [kernel.kallsyms]                 [k] psi_task_switch
     0.05%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_mutex_lock
     0.05%  systemd-oomd     [kernel.kallsyms]                 [k] x64_sys_call
     0.05%  swapper          [kernel.kallsyms]                 [k] pick_next_task
     0.05%  swapper          [kernel.kallsyms]                 [k] llist_reverse_order
     0.05%  gsd-housekeepin  libc.so.6                         [.] __strncmp_avx2
     0.05%  swapper          [kernel.kallsyms]                 [k] tick_irq_enter
     0.05%  gdbus            libglib-2.0.so.0.8000.0           [.] g_variant_type_get_string_length
     0.05%  swapper          [kernel.kallsyms]                 [k] tick_nohz_idle_got_tick
     0.05%  swapper          [kernel.kallsyms]                 [k] __flush_smp_call_function_queue
     0.05%  kworker/2:0-eve  [kernel.kallsyms]                 [k] get_recent_times
     0.05%  gnome-shell      libc.so.6                         [.] _int_free
     0.05%  swapper          [kernel.kallsyms]                 [k] hrtick_update
     0.05%  swapper          [kernel.kallsyms]                 [k] calc_load_nohz_stop
     0.05%  pool-tracker-mi  [kernel.kallsyms]                 [k] native_irq_return_iret
     0.05%  swapper          [kernel.kallsyms]                 [k] __rb_insert_augmented
     0.05%  snapd            snapd                             [.] 0x000000000021b9d8
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055caa0
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002594f5
     0.05%  swapper          [kernel.kallsyms]                 [k] pick_eevdf
     0.05%  swapper          [kernel.kallsyms]                 [k] find_busiest_group
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000555782
     0.05%  gnome-shell      libc.so.6                         [.] __libc_calloc
     0.05%  swapper          [kernel.kallsyms]                 [k] ttwu_do_activate
     0.05%  swapper          [kernel.kallsyms]                 [k] need_update
     0.05%  usb-storage      [unknown]                         [.] 0000000000000000
     0.05%  swapper          [kernel.kallsyms]                 [k] timerqueue_iterate_next
     0.05%  systemd-resolve  libsystemd-shared-255.so          [.] 0x00000000001c35e2
     0.05%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_hash_table_lookup
     0.04%  swapper          [kernel.kallsyms]                 [k] tick_nohz_restart_sched_tick
     0.04%  gnome-shell      [kernel.kallsyms]                 [k] do_syscall_64
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055ce6f
     0.04%  swapper          [kernel.kallsyms]                 [k] tick_nohz_get_sleep_length
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c611
     0.04%  Xorg             [kernel.kallsyms]                 [k] vfs_writev
     0.04%  gnome-shell      [kernel.kallsyms]                 [k] kmem_cache_free
     0.04%  swapper          [kernel.kallsyms]                 [k] kfree
     0.04%  systemd-resolve  [kernel.kallsyms]                 [k] check_heap_object
     0.04%  swapper          [kernel.kallsyms]                 [k] update_dl_rq_load_avg
     0.04%  InputThread      [kernel.kallsyms]                 [k] mutex_unlock
     0.04%  InputThread      [vdso]                            [.] __vdso_clock_gettime
     0.04%  gnome-shell      libc.so.6                         [.] __memset_avx2_unaligned_erms
     0.04%  systemd-resolve  systemd-resolved                  [.] 0x00000000000523a0
     0.04%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] g_type_check_instance_is_a
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cc97
     0.04%  swapper          [kernel.kallsyms]                 [k] __sysvec_apic_timer_interrupt
     0.04%  gnome-shell      libgraphene-1.0.so.0.1000.8       [.] graphene_rect_round_extents
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000001f278b
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000374930
     0.04%  swapper          [kernel.kallsyms]                 [k] perf_event_task_tick
     0.04%  gnome-shell      [kernel.kallsyms]                 [k] i915_gem_do_execbuffer
     0.04%  systemd-oomd     libc.so.6                         [.] _int_malloc
     0.04%  swapper          [kernel.kallsyms]                 [k] nohz_run_idle_balance
     0.04%  swapper          [kernel.kallsyms]                 [k] __radix_tree_lookup
     0.04%  systemd-oomd     [kernel.kallsyms]                 [k] kmalloc_trace
     0.04%  swapper          [kernel.kallsyms]                 [k] enter_lazy_tlb
     0.04%  gvfs-afc-volume  [kernel.kallsyms]                 [k] dequeue_entity
     0.04%  swapper          [kernel.kallsyms]                 [k] touch_softlockup_watchdog_sched
     0.04%  pool-tracker-mi  [kernel.kallsyms]                 [k] down_write
     0.04%  swapper          [kernel.kallsyms]                 [k] rb_insert_color
     0.04%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000b24e9
     0.04%  gmain            [kernel.kallsyms]                 [k] __d_lookup_rcu
     0.04%  swapper          [kernel.kallsyms]                 [k] hrtimer_forward
     0.04%  pool-tracker-mi  libglib-2.0.so.0.8000.0           [.] g_datalist_id_set_data_full
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] JS::Zone::forceDiscardJitCode(JS::GCContext*, JS::Zone::DiscardOptions const&)
     0.04%  InputThread      libinput_drv.so                   [.] 0x000000000000e6d1
     0.04%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000b791d
     0.04%  pool-tracker-mi  [kernel.kallsyms]                 [k] copy_page_to_iter
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055c776
     0.04%  pool-tracker-mi  libtracker-parser-libicu.so       [.] tracker_parser_next
     0.04%  swapper          [kernel.kallsyms]                 [k] enqueue_hrtimer
     0.04%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005782d
     0.04%  pool-tracker-mi  libicuuc.so.74.2                  [.] uiter_next32_74
     0.04%  swapper          [kernel.kallsyms]                 [k] i2c_dw_read
     0.04%  pool-tracker-mi  libtracker-sparql-3.0.so.0.701.0  [.] 0x000000000005c9f1
     0.04%  pool-tracker-mi  [kernel.kallsyms]                 [k] rep_movs_alternative
     0.04%  pool-tracker-mi  libc.so.6                         [.] unlink_chunk.isra.0
     0.04%  swapper          [kernel.kallsyms]                 [k] __remove_hrtimer
     0.04%  swapper          [kernel.kallsyms]                 [k] __note_gp_changes
     0.04%  swapper          [kernel.kallsyms]                 [k] schedule_idle
     0.04%  pool-tracker-mi  [kernel.kallsyms]                 [k] handle_mm_fault
     0.04%  pool-tracker-mi  libc.so.6                         [.] _int_free_maybe_consolidate
     0.04%  systemd-resolve  [kernel.kallsyms]                 [k] clear_bhb_loop
     0.04%  upowerd          libc.so.6                         [.] __printf_fp_buffer_1.isra.0
     0.04%  pool-tracker-ex  [kernel.kallsyms]                 [k] __slab_free
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db789
     0.04%  thermald         [kernel.kallsyms]                 [k] kfree
     0.04%  gnome-shell      libc.so.6                         [.] pthread_cond_signal@@GLIBC_2.3.2
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055475d
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000007a149b
     0.04%  systemd-oomd     [kernel.kallsyms]                 [k] string
     0.04%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] sqlite3StatusDown
     0.04%  swapper          [kernel.kallsyms]                 [k] __bitmap_and
     0.04%  systemd-oomd     [kernel.kallsyms]                 [k] __mod_memcg_state
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055fcfe
     0.04%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000a4294
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cdf8
     0.04%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000488a0
     0.04%  systemd-resolve  [kernel.kallsyms]                 [k] __lookup_mnt
     0.04%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000dfb40
     0.04%  systemd-resolve  [kernel.kallsyms]                 [k] populate_seccomp_data
     0.04%  gnome-shell      [kernel.kallsyms]                 [k] __rcu_read_lock
     0.04%  swapper          [kernel.kallsyms]                 [k] avg_vruntime
     0.04%  pool-tracker-mi  libc.so.6                         [.] __strlen_avx2
     0.04%  InputThread      Xorg                              [.] 0x000000000015aa55
     0.04%  InputThread      [kernel.kallsyms]                 [k] ep_done_scan
     0.04%  InputThread      libc.so.6                         [.] pthread_mutex_lock@@GLIBC_2.2.5
     0.04%  swapper          [kernel.kallsyms]                 [k] tick_nohz_stop_tick
     0.04%  swapper          [kernel.kallsyms]                 [k] kmem_cache_free
     0.04%  systemd-resolve  libc.so.6                         [.] __memset_avx2_unaligned_erms
