# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles:P'
# Event count (approx.): 1305366482
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                              
# ........  ...............  ................................  ....................................................................................................................................................................................................................................................................
#
     0.02%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x000000000001ab19
     0.02%  swapper          [kernel.kallsyms]                 [k] rcu_sched_clock_irq
     0.02%  gnome-shell      libc.so.6                         [.] mq_notify
     0.02%  swapper          [kernel.kallsyms]                 [k] place_entity
     0.02%  firefox          libxul.so                         [.] 0x00000000034ba54e
     0.02%  rs:main Q:Reg    [kernel.kallsyms]                 [k] __memcg_slab_post_alloc_hook
     0.02%  rs:main Q:Reg    [kernel.kallsyms]                 [k] __update_idle_core
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] _raw_spin_lock
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000544141
     0.02%  gnome-shell      libmutter-14.so.0.0.0             [.] clutter_input_device_get_device_type@plt
     0.02%  firefox          [kernel.kallsyms]                 [k] copy_msghdr_from_user
     0.02%  Xorg             Xorg                              [.] LastEventTime
     0.02%  swapper          [kernel.kallsyms]                 [k] qi_submit_sync
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] g_object_unref
     0.02%  Xorg             [kernel.kallsyms]                 [k] ep_send_events
     0.02%  gnome-terminal-  libc.so.6                         [.] 0x0000000000098565
     0.02%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_display_get_event
     0.02%  gnome-terminal-  libxcb.so.1.1.0                   [.] 0x000000000000c830
     0.02%  swapper          [kernel.kallsyms]                 [k] cpuidle_select
     0.02%  InputThread      [kernel.kallsyms]                 [k] __update_idle_core
     0.02%  Xorg             Xorg                              [.] ResourceClientBits
     0.02%  Xorg             [kernel.kallsyms]                 [k] pick_next_task_idle
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] _raw_spin_lock
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] do_iter_readv_writev
     0.02%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_device_manager_get_type
     0.02%  gdbus            [kernel.kallsyms]                 [k] eventfd_poll
     0.02%  URL Classifier   [unknown]                         [.] 0000000000000000
     0.02%  gnome-terminal-  libc.so.6                         [.] argz_replace
     0.02%  snapd            [kernel.kallsyms]                 [k] psi_group_change
     0.02%  IPDL Background  [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.02%  dbus-daemon      libc.so.6                         [.] 0x000000000018afaf
     0.02%  dbus-daemon      [kernel.kallsyms]                 [k] consume_obj_stock
     0.02%  URL Classifier   firefox                           [.] free
     0.02%  Xorg             [kernel.kallsyms]                 [k] timerqueue_add
     0.02%  TaskCon~ller #3  libxul.so                         [.] 0x0000000002f7da5c
     0.02%  Xorg             nvidia_drv.so                     [.] 0x00000000004d69b0
     0.02%  InputThread      libinput.so.10.13.0               [.] 0x0000000000021920
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] JSRuntime::traceSelfHostingStencil(JSTracer*)
     0.02%  gjs              [unknown]                         [.] 0000000000000000
     0.02%  Xorg             [kernel.kallsyms]                 [k] psi_task_switch
     0.02%  usb-storage      [kernel.kallsyms]                 [k] schedule_timeout
     0.02%  gdbus            [kernel.kallsyms]                 [k] __rcu_read_lock
     0.02%  swapper          [kernel.kallsyms]                 [k] calc_global_load
     0.02%  InputThread      libinput.so.10.13.0               [.] 0x0000000000037580
     0.02%  Xorg             [kernel.kallsyms]                 [k] update_cfs_group
     0.02%  swapper          [kernel.kallsyms]                 [k] ntp_tick_length
     0.02%  Isolated Web Co  libxul.so                         [.] 0x00000000029de361
     0.02%  Xorg             [kernel.kallsyms]                 [k] __virt_addr_valid
     0.02%  firefox          libxul.so                         [.] 0x000000000353d200
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] mutex_lock
     0.02%  swapper          [kernel.kallsyms]                 [k] _nohz_idle_balance.isra.0
     0.02%  InputThread      libinput.so.10.13.0               [.] 0x0000000000022578
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] cgroup_rstat_updated
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] _regmap_write
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] clear_bhb_loop
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x00000000000351c8
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] memset_orig
     0.02%  swapper          [kvm]                             [k] 0x000000000002bba5
     0.02%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_hash_table_lookup
     0.02%  swapper          [kernel.kallsyms]                 [k] rb_insert_color
     0.02%  swapper          [kernel.kallsyms]                 [k] kfree
     0.02%  Xorg             Xorg                              [.] GetTimeInMillis
     0.02%  tracker-extract  [kernel.kallsyms]                 [k] down_write
     0.02%  InputThread      [kernel.kallsyms]                 [k] update_cfs_group
     0.02%  gdbus            libgobject-2.0.so.0.8000.0        [.] g_type_check_instance_is_fundamentally_a
     0.02%  kworker/u32:4-e  [kernel.kallsyms]                 [k] drm_mm_interval_tree_remove
     0.02%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] cogl_pipeline_foreach_layer
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] g_type_check_instance_is_fundamentally_a
     0.02%  Xorg             [kernel.kallsyms]                 [k] _raw_spin_unlock_irqrestore
     0.02%  Xorg             Xorg                              [.] 0x0000000000082bb8
     0.02%  Isolated Web Co  libxul.so                         [.] 0x0000000002e8786b
     0.02%  Xorg             Xorg                              [.] mieqProcessDeviceEvent
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] pick_next_task_fair
     0.02%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005d8bc
     0.02%  Socket Thread    [kernel.kallsyms]                 [k] __handle_mm_fault
     0.02%  Timer            libxul.so                         [.] 0x00000000037a9e7c
     0.02%  Isolated Web Co  firefox                           [.] malloc
     0.02%  Xorg             [kernel.kallsyms]                 [k] __check_heap_object
     0.02%  swapper          [kernel.kallsyms]                 [k] native_load_tls
     0.02%  Isolated Web Co  libxul.so                         [.] 0x00000000037d91b8
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __fdget_pos
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] migrate_disable
     0.02%  Isolated Web Co  libxul.so                         [.] 0x00000000029ce230
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] enter_lazy_tlb
     0.02%  InputThread      [kernel.kallsyms]                 [k] syscall_return_via_sysret
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000001b2e4
     0.02%  Xorg             [kernel.kallsyms]                 [k] dequeue_entity
     0.02%  Xorg             [kernel.kallsyms]                 [k] refill_obj_stock
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] irq_thread
     0.02%  Xorg             Xorg                              [.] 0x000000000011a3ce
     0.02%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_hash_table_get_keys
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] 0x000000000055fcd0
     0.02%  InputThread      libm.so.6                         [.] hypot@@GLIBC_2.35
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __slab_free
     0.02%  Xorg             iris_dri.so                       [.] 0x00000000014774ba
     0.02%  InputThread      libinput_drv.so                   [.] 0x000000000000fa4a
     0.02%  swapper          [kernel.kallsyms]                 [k] __irqentry_text_start
     0.02%  InputThread      Xorg                              [.] xf86PostMotionEventM
     0.02%  InputThread      [i915]                            [k] print_fmt_intel_pch_fifo_underrun+0x3ea8f050
     0.02%  swapper          [kernel.kallsyms]                 [k] llist_add_batch
     0.02%  swapper          [kernel.kallsyms]                 [k] next_expiry_recalc
     0.02%  InputThread      [kernel.kallsyms]                 [k] __update_load_avg_cfs_rq
     0.02%  usb-storage      [kernel.kallsyms]                 [k] __schedule
     0.02%  InputThread      Xorg                              [.] valuator_mask_zero
     0.02%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x00000000000f9aa0
     0.02%  gnome-shell      libc.so.6                         [.] _nss_files_parse_spent
     0.02%  gdbus            libgio-2.0.so.0.8000.0            [.] g_hash_table_iter_init@plt
     0.02%  upowerd          libc.so.6                         [.] 0x0000000000188a52
     0.02%  tracker-miner-f  libc.so.6                         [.] 0x0000000000188c41
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] eventfd_poll
     0.02%  swapper          [kernel.kallsyms]                 [k] account_process_tick
     0.02%  Xorg             [kernel.kallsyms]                 [k] __update_load_avg_cfs_rq
     0.02%  Xorg             nvidia_drv.so                     [.] 0x00000000004b8ec0
     0.02%  InputThread      libinput.so.10.13.0               [.] 0x00000000000201d0
     0.02%  swapper          [kernel.kallsyms]                 [k] _find_first_bit
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] select_task_rq_fair
     0.02%  nautilus         libc.so.6                         [.] argz_replace
     0.02%  gdbus            [kernel.kallsyms]                 [k] reweight_entity
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] read_tsc
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] prepare_task_switch
     0.02%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x000000000005e05c
     0.02%  swapper          [kernel.kallsyms]                 [k] xhci_get_ep_ctx
     0.02%  swapper          [kernel.kallsyms]                 [k] fast_mix
     0.02%  Xorg             libGL.so.1.7.0                    [.] glFlush
     0.02%  perf             [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.02%  Socket Thread    [kernel.kallsyms]                 [k] entry_SYSCALL_64
     0.02%  Xorg             nvidia_drv.so                     [.] 0x00000000004b8f5a
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] 0x000000000025950f
     0.02%  swapper          [kernel.kallsyms]                 [k] __radix_tree_lookup
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __rseq_handle_notify_resume
     0.02%  nautilus         libglib-2.0.so.0.8000.0           [.] g_datalist_get_data
     0.02%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055fc99
     0.02%  swapper          [kernel.kallsyms]                 [k] ct_nmi_exit
     0.02%  swapper          [kernel.kallsyms]                 [k] timekeeping_adjust.constprop.0
     0.02%  journal-offline  [kernel.kallsyms]                 [k] psi_group_change
     0.02%  usb-storage      [kernel.kallsyms]                 [k] dequeue_entity
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] slab_update_freelist.isra.0
     0.02%  InputThread      [kernel.kallsyms]                 [k] generic_update_time
     0.02%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x000000000000ce2b
     0.02%  Xorg             [kernel.kallsyms]                 [k] __fdget_pos
     0.02%  IPDL Background  firefox                           [.] free
     0.02%  firefox          libxul.so                         [.] 0x00000000046148bf
     0.02%  InputThread      [kernel.kallsyms]                 [k] syscall_exit_to_user_mode
     0.02%  InputThread      [kernel.kallsyms]                 [k] __rcu_read_unlock
     0.02%  Xorg             libglamoregl.so                   [.] 0x000000000000a65b
     0.02%  swapper          [kernel.kallsyms]                 [k] sched_core_idle_cpu
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] _raw_spin_trylock
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] number
     0.02%  perf             [kernel.kallsyms]                 [k] check_heap_object
     0.02%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_source_ref
     0.02%  InputThread      Xorg                              [.] 0x000000000015a520
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x0000000000024b40
     0.02%  Xorg             nvidia_drv.so                     [.] 0x0000000000072bf0
     0.02%  kworker/4:2-eve  [kernel.kallsyms]                 [k] schedule
     0.02%  swapper          [kernel.kallsyms]                 [k] touch_softlockup_watchdog_sched
     0.02%  gdbus            libglib-2.0.so.0.8000.0           [.] g_atomic_ref_count_inc
     0.02%  InputThread      [kernel.kallsyms]                 [k] ep_item_poll.isra.0
     0.02%  kworker/5:1H-kb  [kernel.kallsyms]                 [k] update_sg_lb_stats
     0.02%  gnome-shell      [i915]                            [k] intel_psr_irq_handler
     0.02%  gnome-shell      libXext.so.6.4.0                  [.] _XData32@plt
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] do_sys_poll
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] perf_event_task_tick
     0.02%  InputThread      [kernel.kallsyms]                 [k] update_curr_se
     0.02%  firefox          libxul.so                         [.] 0x0000000003a49598
     0.02%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x00000000000316d2
     0.02%  Xorg             [kernel.kallsyms]                 [k] fpregs_assert_state_consistent
     0.02%  nautilus         libgtk-4.so.1.1400.2              [.] 0x0000000000503540
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] poll_freewait
     0.02%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x000000000005dadf
     0.02%  WebExtensions    libxul.so                         [.] 0x00000000030b1d4b
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] update_curr
     0.02%  swapper          [kernel.kallsyms]                 [k] xhci_get_virt_ep
     0.02%  InputThread      [kernel.kallsyms]                 [k] os_xsave
     0.02%  swapper          [kernel.kallsyms]                 [k] put_prev_task_idle
     0.02%  gnome-shell      iris_dri.so                       [.] 0x0000000000cba52b
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] 0x000000000055fe72
     0.02%  upowerd          libgio-2.0.so.0.8000.0            [.] g_strcmp0@plt
     0.02%  Xorg             [kernel.kallsyms]                 [k] sock_poll
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] vfs_read
     0.02%  pool-tracker-mi  libtracker-sparql-3.0.so.0.701.0  [.] 0x000000000005ef63
     0.02%  InputThread      [kernel.kallsyms]                 [k] __get_user_8
     0.02%  gnome-shell      libxcb.so.1.1.0                   [.] 0x000000000000b900
     0.02%  journal-offline  [kernel.kallsyms]                 [k] blk_mq_submit_bio
     0.02%  journal-offline  [kernel.kallsyms]                 [k] mpage_process_page_bufs
     0.02%  swapper          [kernel.kallsyms]                 [k] apic_ack_irq
     0.02%  swapper          [kernel.kallsyms]                 [k] regmap_read
     0.02%  Xorg             [kernel.kallsyms]                 [k] sock_def_readable
     0.02%  InputThread      [kernel.kallsyms]                 [k] sched_clock_noinstr
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] security_file_permission
     0.02%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_device_get_display
     0.02%  Xorg             libc.so.6                         [.] 0x00000000000e29d0
     0.02%  Isolated Web Co  libxul.so                         [.] 0x000000000418aed0
     0.02%  Isolated Web Co  libxul.so                         [.] 0x0000000002b8b43e
     0.02%  Xorg             [kernel.kallsyms]                 [k] consume_obj_stock
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] unix_stream_read_generic
     0.02%  gvfs-afc-volume  [kernel.kallsyms]                 [k] __update_blocked_fair
     0.02%  ibus-x11         [unknown]                         [.] 0000000000000000
     0.02%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_main_loop_run
     0.02%  InputThread      [kernel.kallsyms]                 [k] do_syscall_64
     0.02%  swapper          [kernel.kallsyms]                 [k] i2c_dw_read_clear_intrbits
     0.02%  InputThread      libc.so.6                         [.] pathconf
     0.02%  gnome-shell      iris_dri.so                       [.] 0x000000000018a129
     0.02%  InputThread      [kernel.kallsyms]                 [k] mnt_get_write_access
     0.02%  Xorg             Xorg                              [.] BlockHandler
     0.02%  perf             [kernel.kallsyms]                 [k] security_task_setscheduler
     0.02%  Xorg             [kernel.kallsyms]                 [k] entry_SYSCALL_64
     0.02%  gnome-shell      iris_dri.so                       [.] 0x0000000001005e99
     0.02%  Xorg             [kernel.kallsyms]                 [k] rcu_pending
     0.02%  InputThread      [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.02%  gnome-shell      libxcb.so.1.1.0                   [.] xcb_poll_for_event
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] 0x000000000055fd06
     0.02%  usb-storage      [kernel.kallsyms]                 [k] __switch_to
     0.02%  InputThread      [kernel.kallsyms]                 [k] _raw_write_unlock_irq
     0.02%  gnome-terminal-  libX11.so.6.4.0                   [.] 0x0000000000040c7a
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000001f1b0
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __schedule
     0.02%  firefox          libxul.so                         [.] 0x000000000461b597
     0.02%  perf             [kernel.kallsyms]                 [k] __kmalloc_node
     0.02%  Xorg             [kernel.kallsyms]                 [k] obj_cgroup_charge
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __rmqueue_pcplist
     0.02%  InputThread      [kernel.kallsyms]                 [k] __put_user_nocheck_4
     0.02%  InputThread      [kernel.kallsyms]                 [k] record_times
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] schedule_debug.isra.0
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] remove_wait_queue
     0.02%  InputThread      [kernel.kallsyms]                 [k] vfs_read
     0.02%  gnome-terminal-  libX11.so.6.4.0                   [.] pthread_mutex_lock@plt
     0.02%  Xorg             libc.so.6                         [.] getspnam_r
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] psi_task_switch
     0.02%  StreamTrans #24  [kernel.kallsyms]                 [k] format_decode
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] 0x0000000000554599
     0.02%  Xorg             modesetting_drv.so                [.] 0x000000000000b103
     0.02%  systemd-journal  [kernel.kallsyms]                 [k] current_obj_cgroup
     0.02%  rcu_preempt      [kernel.kallsyms]                 [k] rcu_gp_kthread
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] apparmor_socket_recvmsg
     0.02%  perf             [kernel.kallsyms]                 [k] cap_task_setscheduler
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] _copy_from_iter
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __mod_memcg_state
     0.02%  Isolated Web Co  libc.so.6                         [.] 0x00000000001a0f80
     0.02%  swapper          [kernel.kallsyms]                 [k] __rcu_read_lock
     0.02%  firefox          libxul.so                         [.] 0x00000000034ba528
     0.02%  usb-storage      [kernel.kallsyms]                 [k] xhci_check_args
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] input_handle_event
     0.02%  gnome-terminal-  libvte-2.91.so.0.7600.0           [.] 0x000000000002541a
     0.02%  nautilus         [kernel.kallsyms]                 [k] native_irq_return_iret
     0.02%  journal-offline  libsystemd-shared-255.so          [.] 0x0000000000102881
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __kmalloc_node_track_caller
     0.02%  Xorg             [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.02%  Isolated Web Co  libxul.so                         [.] 0x00000000037d7442
     0.02%  gnome-shell      libXext.so.6.4.0                  [.] XextFindDisplay
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] pick_next_task
     0.02%  swapper          [snd_hda_codec]                   [k] 0x000000000000f073
     0.02%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x00000000001167f0
     0.02%  Xorg             [i915]                            [k] skl_wm_latency
     0.02%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_stage_get_type
     0.02%  Xorg             Xorg                              [.] 0x000000000011a445
     0.02%  Isolated Web Co  libxul.so                         [.] 0x00000000038b33b4
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000003482d
     0.02%  Xorg             [i915]                            [k] dg2_crtc_compute_clock
     0.02%  swapper          [kernel.kallsyms]                 [k] regmap_write
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x0000000000034936
     0.02%  irq/133-ELAN050  [hid_multitouch]                  [k] 0x0000000000001b63
     0.02%  Isolated Web Co  [kernel.kallsyms]                 [k] __handle_mm_fault
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] g_type_check_instance
     0.02%  Xorg             libglapi.so.0.0.0                 [.] 0x0000000000011f2f
     0.02%  gnome-shell      libXdamage.so.1.1.0               [.] XDamageFindDisplay
     0.02%  Isolated Web Co  libxul.so                         [.] 0x00000000030c09ab
     0.02%  Xorg             iris_dri.so                       [.] 0x00000000013b7d10
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] 0x000000000055fd16
     0.02%  swapper          [kernel.kallsyms]                 [k] hrtimer_try_to_cancel.part.0
     0.02%  TaskCon~ller #3  libxul.so                         [.] 0x0000000002f8a81c
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] ktime_get_mono_fast_ns
     0.02%  gnome-shell      libX11.so.6.4.0                   [.] _XDeq
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] __pollwait
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] refill_obj_stock
     0.02%  firefox          libxul.so                         [.] 0x00000000031157e5
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] newidle_balance
     0.02%  systemd-oomd     [kernel.kallsyms]                 [k] syscall_return_via_sysret
     0.02%  WebExtensions    [kernel.kallsyms]                 [k] rcu_core
     0.02%  Xorg             Xorg                              [.] 0x0000000000178178
     0.02%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x000000000001277d
     0.02%  nautilus         [kernel.kallsyms]                 [k] __schedule
     0.02%  swapper          [kernel.kallsyms]                 [k] regmap_lock_unlock_none
     0.02%  Xorg             Xorg                              [.] IsMaster
     0.02%  swapper          [kernel.kallsyms]                 [k] irq_work_run_list
     0.02%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] 0x000000000035e627
     0.02%  Isolated Web Co  libxul.so                         [.] 0x0000000002f26851
     0.02%  kworker/14:1-i9  [kernel.kallsyms]                 [k] dequeue_task_fair
     0.02%  swapper          [kernel.kallsyms]                 [k] try_to_wake_up
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] vfs_write
     0.02%  perf             [kernel.kallsyms]                 [k] __virt_addr_valid
     0.02%  swapper          [kernel.kallsyms]                 [k] irq_exit_rcu
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] 0x000000000055ccc8
     0.02%  perf             [kernel.kallsyms]                 [k] _copy_from_user
     0.02%  firefox          libxul.so                         [.] 0x0000000002dc7240
     0.02%  Xorg             [kernel.kallsyms]                 [k] cgroup_rstat_updated
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __schedule
     0.02%  Xorg             [kernel.kallsyms]                 [k] memset_orig
     0.02%  Isolated Web Co  libxul.so                         [.] 0x0000000002b57530
     0.02%  systemd-oomd     libsystemd-shared-255.so          [.] 0x00000000001c6290
     0.02%  irq/133-ELAN050  [hid]                             [k] 0x0000000000002927
     0.02%  InputThread      [kernel.kallsyms]                 [k] __rcu_read_lock
     0.02%  firefox          [kernel.kallsyms]                 [k] ktime_get
     0.02%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] g_type_check_instance_is_a
     0.02%  gnome-shell      [kernel.kallsyms]                 [k] clear_page_erms
     0.02%  JS Helper        [unknown]                         [.] 0000000000000000
     0.02%  swapper          [kernel.kallsyms]                 [k] enqueue_task
     0.02%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x000000000001dd9a
     0.02%  swapper          [kernel.kallsyms]                 [k] update_process_times
     0.02%  Xorg             [kernel.kallsyms]                 [k] __radix_tree_preload
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] 0x000000000055c772
     0.02%  swapper          [kernel.kallsyms]                 [k] _regmap_read
     0.02%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] sbitmap_get
     0.02%  Xorg             [kernel.kallsyms]                 [k] __calc_delta.constprop.0
     0.02%  InputThread      [kernel.kallsyms]                 [k] __ep_eventpoll_poll.isra.0
     0.02%  Xorg             [kernel.kallsyms]                 [k] pipe_read
     0.02%  Xorg             iris_dri.so                       [.] 0x0000000000163524
     0.02%  Isolated Web Co  libxul.so                         [.] 0x0000000002e1a5c7
     0.02%  Xorg             iris_dri.so                       [.] 0x0000000000cba01b
     0.02%  Isolated Web Co  libstdc++.so.6.0.30               [.] std::_Rb_tree_rebalance_for_erase(std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
     0.02%  InputThread      libinput.so.10.13.0               [.] 0x0000000000015ad0
     0.02%  firefox          libxul.so                         [.] 0x0000000004555d7a
     0.02%  Xorg             Xorg                              [.] 0x000000000011a020
     0.02%  gnome-shell      libc.so.6                         [.] 0x00000000000a26d5
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] update_curr_rt
     0.02%  Xorg             [kernel.kallsyms]                 [k] cpus_share_cache
     0.02%  swapper          [kernel.kallsyms]                 [k] avg_vruntime
     0.02%  firefox          libxul.so                         [.] 0x0000000003177780
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] blake2s_compress
     0.02%  Xorg             iris_dri.so                       [.] 0x0000000001005550
     0.02%  InputThread      [kernel.kallsyms]                 [k] evdev_poll
     0.02%  Xorg             nvidia_drv.so                     [.] xf86ScreenToScrn@plt
     0.02%  gnome-terminal-  libfribidi.so.0.4.0               [.] 0x0000000000002a83
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] vfs_writev
     0.02%  Isolated Web Co  [kernel.kallsyms]                 [k] __update_load_avg_se
     0.02%  usb-storage      [kernel.kallsyms]                 [k] usb_submit_urb
     0.02%  Xorg             nvidia_drv.so                     [.] 0x0000000000072c05
     0.02%  swapper          [kernel.kallsyms]                 [k] run_rebalance_domains
     0.02%  firefox          libxul.so                         [.] 0x0000000002ee0af1
     0.02%  Isolated Web Co  [vdso]                            [.] 0x0000000000000ab0
     0.02%  Xorg             [kernel.kallsyms]                 [k] rseq_ip_fixup
     0.02%  gnome-terminal-  libfribidi.so.0.4.0               [.] 0x0000000000002ad5
     0.02%  firefox          libxul.so                         [.] 0x00000000034ba4f7
     0.02%  irq/133-ELAN050  [hid_multitouch]                  [k] 0x00000000000026f3
     0.02%  Xorg             libc.so.6                         [.] 0x0000000000189415
     0.02%  firefox          [kernel.kallsyms]                 [k] update_blocked_averages
     0.02%  gjs              libmozjs-115.so.115.10.0          [.] 0x0000000000554736
     0.02%  Isolated Web Co  [kernel.kallsyms]                 [k] apparmor_file_permission
     0.02%  Xorg             [kernel.kallsyms]                 [k] __x64_sys_setitimer
     0.02%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x0000000000005880
     0.02%  Xorg             [kernel.kallsyms]                 [k] update_dl_rq_load_avg
     0.02%  gnome-terminal-  [kernel.kallsyms]                 [k] native_write_msr
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x00000000000356bd
     0.02%  InputThread      [kernel.kallsyms]                 [k] schedule
     0.02%  glean.dispatche  firefox                           [.] realloc
     0.02%  Xorg             libc.so.6                         [.] 0x00000000000985c0
     0.02%  firefox          libxul.so                         [.] 0x0000000002f0a0d4
     0.02%  Isolated Web Co  libxul.so                         [.] 0x0000000002c27eb1
     0.02%  Xorg             iris_dri.so                       [.] 0x0000000001037822
     0.02%  IPC I/O Child    [kernel.kallsyms]                 [k] x64_sys_call
     0.02%  Isolated Web Co  [vdso]                            [.] 0x0000000000000b3a
     0.02%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x000000000001c34d
     0.02%  Xorg             Xorg                              [.] 0x00000000001e2840
     0.02%  gnome-shell      [vdso]                            [.] __vdso_clock_gettime
     0.02%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000003b42b
     0.02%  Xorg             [kernel.kallsyms]                 [k] anon_pipe_buf_release
     0.02%  irq/133-ELAN050  [kernel.kallsyms]                 [k] input_mt_report_pointer_emulation
     0.02%  InputThread      libc.so.6                         [.] __strxfrm_l
