# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles:P'
# Event count (approx.): 1305366482
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                              
# ........  ...............  ................................  ....................................................................................................................................................................................................................................................................
#
     0.01%  gnome-terminal-  libX11.so.6.4.0                   [.] XPending
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] update_load_avg
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x000000000004763f
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_direct_hash
     0.01%  pool-tracker-mi  [kernel.kallsyms]                 [k] inode_needs_update_time
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] gtk_style_context_get_type
     0.01%  ibus-daemon      libglib-2.0.so.0.8000.0           [.] 0x0000000000044953
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] rep_movs_alternative
     0.01%  gnome-shell      libc.so.6                         [.] 0x000000000018ab6f
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x0000000000096060
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] 0x00000000001222e8
     0.01%  WebExtensions    libxul.so                         [.] 0x0000000003adf545
     0.01%  WebExtensions    [anon:js-executable-memory]       [.] 0x0000000000033af0
     0.01%  kworker/u32:4-e  [i915]                            [k] read_properties_unlocked
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __hrtimer_start_range_ns
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x000000000005b0de
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] 0x00000000003781ae
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db815
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000016f140
     0.01%  firefox          [kernel.kallsyms]                 [k] eventfd_poll
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] thread_group_exited
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_window_get_user_data
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] cairo_set_source_rgba
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x000000000005bbd0
     0.01%  firefox          libxul.so                         [.] 0x0000000003acdac0
     0.01%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x000000000001f70c
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x00000000000faba3
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] gdk__private__@plt
     0.01%  gnome-shell      iris_dri.so                       [.] 0x000000000148d24a
     0.01%  firefox          [anon:js-executable-memory]       [.] 0x0000000000005045
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x00000000000c4d3f
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] g_list_prepend@plt
     0.01%  Isolated Web Co  libxul.so                         [.] 0x00000000031c797c
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ff1ef0
     0.01%  Xorg             modesetting_drv.so                [.] 0x000000000000eb81
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] arch_scale_freq_tick
     0.01%  InputThread      [kernel.kallsyms]                 [k] dequeue_task_fair
     0.01%  pool-spawner     [kernel.kallsyms]                 [k] _raw_spin_lock_irq
     0.01%  pool-tracker-mi  libtracker-sparql-3.0.so.0.701.0  [.] 0x000000000009b882
     0.01%  Xorg             Xorg                              [.] 0x000000000006fdc7
     0.01%  Xorg             [kernel.kallsyms]                 [k] os_xsave
     0.01%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x0000000000029539
     0.01%  InputThread      [kernel.kallsyms]                 [k] entry_SYSRETQ_unsafe_stack
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x0000000000025a20
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] enqueue_hrtimer
     0.01%  gnome-terminal-  libX11.so.6.4.0                   [.] xcb_connection_has_error@plt
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] check_heap_object
     0.01%  Xorg             [kernel.kallsyms]                 [k] ww_mutex_lock_interruptible
     0.01%  firefox          libc.so.6                         [.] _IO_setb
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_variant_new_from_bytes
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] ww_mutex_unlock
     0.01%  swapper          [kernel.kallsyms]                 [k] irq_chip_ack_parent
     0.01%  swapper          [kernel.kallsyms]                 [k] finish_task_switch.isra.0
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] entry_SYSRETQ_unsafe_stack
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] _regmap_read
     0.01%  gnome-terminal-  libX11.so.6.4.0                   [.] XFilterEvent
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x000000000004e5a0
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __x64_sys_poll
     0.01%  usb-storage      [kernel.kallsyms]                 [k] sd_done
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] update_min_vruntime
     0.01%  Xorg             Xorg                              [.] 0x00000000000de995
     0.01%  InputThread      [kernel.kallsyms]                 [k] update_rq_clock
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000689300
     0.01%  WebExtensions    libxul.so                         [.] 0x0000000002cf09b8
     0.01%  kworker/1:0-eve  [kernel.kallsyms]                 [k] vmstat_update
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] rcu_pending
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] submit_bh_wbc
     0.01%  gnome-terminal-  libc.so.6                         [.] 0x00000000000985c0
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_variant_type_is_definite
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] sqlite3VdbeMemSetNull
     0.01%  systemd-journal  [kernel.kallsyms]                 [k] __get_user_pages
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x0000000000041800
     0.01%  WebExtensions    [anon:js-executable-memory]       [.] 0x0000000000008028
     0.01%  gnome-terminal-  libvte-2.91.so.0.7600.0           [.] 0x000000000006b4fd
     0.01%  swapper          [kernel.kallsyms]                 [k] cpuidle_get_cpu_driver
     0.01%  swapper          [kernel.kallsyms]                 [k] hrtimer_update_next_event
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x0000000000037980
     0.01%  gnome-shell      [idma64]                          [k] 0x0000000000000c22
     0.01%  swapper          [kernel.kallsyms]                 [k] tick_nohz_update_jiffies
     0.01%  glean.dispatche  [kernel.kallsyms]                 [k] futex_wait
     0.01%  firefox          [kernel.kallsyms]                 [k] __fdget
     0.01%  firefox          libc.so.6                         [.] 0x0000000000199472
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db660
     0.01%  swapper          [kernel.kallsyms]                 [k] should_we_balance
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x0000000000017693
     0.01%  Isolated Web Co  libxul.so                         [.] 0x00000000029ddedc
     0.01%  Socket Thread    [kernel.kallsyms]                 [k] inet_gro_receive
     0.01%  usb-storage      [kernel.kallsyms]                 [k] queue_trb
     0.01%  InputThread      Xorg                              [.] GetPairedDevice
     0.01%  InputThread      [kernel.kallsyms]                 [k] memcpy_orig
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005ab44
     0.01%  gnome-shell      iris_dri.so                       [.] 0x0000000000ff206c
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005b1d0
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x00000000000a2442
     0.01%  StreamTrans #24  libc.so.6                         [.] 0x00000000001a0830
     0.01%  StreamTrans #24  libmozsandbox.so                  [.] 0x000000000000b80c
     0.01%  usb-storage      [kernel.kallsyms]                 [k] prepare_ring
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] native_read_msr
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] copy_iovec_from_user
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000004216d4a
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] syscall_exit_to_user_mode
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000177434
     0.01%  Inotify~tThread  [kernel.kallsyms]                 [k] schedule_debug.isra.0
     0.01%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] update_min_vruntime
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] submit_bio_noacct_nocheck
     0.01%  Web Content      firefox                           [.] mozilla::detail::MutexImpl::MutexImpl()
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] _raw_spin_lock_irqsave
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] _raw_spin_lock_irq
     0.01%  firefox          libxul.so                         [.] 0x0000000002e6b060
     0.01%  kworker/12:1-ev  [kernel.kallsyms]                 [k] get_recent_times
     0.01%  firefox          libxul.so                         [.] 0x0000000002f112f0
     0.01%  at-spi2-registr  libatspi.so.0.0.1                 [.] dbus_connection_get_dispatch_status@plt
     0.01%  ksoftirqd/1      [kernel.kallsyms]                 [k] __switch_to
     0.01%  Xorg             [kernel.kallsyms]                 [k] __check_object_size
     0.01%  gnome-shell      libc.so.6                         [.] pthread_rwlock_timedwrlock
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] pthread_mutex_unlock@plt
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000002c60586
     0.01%  ibus-daemon      [kernel.kallsyms]                 [k] psi_group_change
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] gtk_window_activate_key
     0.01%  gdbus            [kernel.kallsyms]                 [k] unix_destruct_scm
     0.01%  InputThread      libinput_drv.so                   [.] libinput_get_event@plt
     0.01%  gnome-shell      iris_dri.so                       [.] 0x00000000010047e4
     0.01%  firefox          libxul.so                         [.] 0x0000000002b313b1
     0.01%  StreamTrans #24  [kernel.kallsyms]                 [k] memcpy_orig
     0.01%  StreamTrans #24  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  InputThread      [kernel.kallsyms]                 [k] file_update_time
     0.01%  InputThread      libinput.so.10.13.0               [.] 0x0000000000015b9c
     0.01%  gnome-terminal-  libc.so.6                         [.] abort
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x000000000005d42c
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x0000000000053f51
     0.01%  perf             [kernel.kallsyms]                 [k] __fdget
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x000000000005cba8
     0.01%  firefox          [kernel.kallsyms]                 [k] sock_recvmsg
     0.01%  WebExtensions    libxul.so                         [.] 0x0000000002b2a6b7
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_mutex_lock
     0.01%  swapper          [kernel.kallsyms]                 [k] enqueue_pushable_task
     0.01%  swapper          [kernel.kallsyms]                 [k] tick_nohz_idle_exit
     0.01%  firefox          libxul.so                         [.] 0x0000000002b31527
     0.01%  WebExtensions    libxul.so                         [.] 0x0000000002cf475d
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x000000000008b0de
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000158ce0
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000003eb3c0
     0.01%  swapper          [kernel.kallsyms]                 [k] perf_event_task_tick
     0.01%  TaskCon~ller #3  libxul.so                         [.] 0x0000000002f93476
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] sqlite3BtreeInsert
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x000000000005d950
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] try_to_wake_up
     0.01%  systemd-journal  [kernel.kallsyms]                 [k] schedule
     0.01%  systemd-journal  [kernel.kallsyms]                 [k] wake_up_bit
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000002ad43b4
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] sock_wfree
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] sync_regs
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] kmem_cache_free
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x000000000003559e
     0.01%  gnome-shell      libglapi.so.0.0.0                 [.] 0x000000000001008b
     0.01%  systemd-journal  [kernel.kallsyms]                 [k] task_mm_cid_work
     0.01%  WebExtensions    libxul.so                         [.] gettimeofday@plt
     0.01%  Xorg             libc.so.6                         [.] __strxfrm_l
     0.01%  Isolated Web Co  [kernel.kallsyms]                 [k] __update_blocked_fair
     0.01%  gnome-shell      iris_dri.so                       [.] 0x000000000018a672
     0.01%  gnome-shell      iris_dri.so                       [.] 0x0000000001039ee7
     0.01%  irq/133-ELAN050  [hid]                             [k] 0x0000000000002b39
     0.01%  pool-spawner     [kernel.kallsyms]                 [k] __rcu_read_lock
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] 0x00000000002b68b0
     0.01%  evolution-alarm  [kernel.kallsyms]                 [k] update_blocked_averages
     0.01%  Xorg             Xorg                              [.] 0x00000000001e834b
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000002c52422
     0.01%  ibus-daemon      libc.so.6                         [.] argz_replace
     0.01%  usb-storage      [kernel.kallsyms]                 [k] xhci_urb_enqueue
     0.01%  pool-tracker-ex  libglib-2.0.so.0.8000.0           [.] g_realloc
     0.01%  Xorg             Xorg                              [.] XkbSendStateNotify
     0.01%  ibus-daemon      libglib-2.0.so.0.8000.0           [.] 0x00000000000b1a43
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x000000000005e0ba
     0.01%  firefox          libxul.so                         [.] 0x00000000033ed8eb
     0.01%  swapper          [kernel.kallsyms]                 [k] cpu_util
     0.01%  gmain            libglib-2.0.so.0.8000.0           [.] 0x0000000000059b28
     0.01%  in:imklog        [kernel.kallsyms]                 [k] __seccomp_filter
     0.01%  in:imklog        libc.so.6                         [.] 0x000000000006cce6
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x0000000000063380
     0.01%  Xorg             [i915]                            [k] intel_pmdemand_init
     0.01%  Socket Thread    libxul.so                         [.] 0x000000000338921d
     0.01%  gnome-terminal-  [JIT] tid 3340                    [.] 0x0000789f28d42cf3
     0.01%  firefox          libxul.so                         [.] 0x0000000003584b60
     0.01%  Xorg             [kernel.kallsyms]                 [k] update_curr_se
     0.01%  tracker-miner-f  libtracker-sparql-3.0.so.0.701.0  [.] tracker_batch_get_type
     0.01%  Xorg             Xorg                              [.] _fbGetWindowPixmap
     0.01%  Xorg             Xorg                              [.] dixLookupDevice
     0.01%  systemd-journal  [kernel.kallsyms]                 [k] _raw_spin_lock
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005bbbc
     0.01%  Xorg             [i915]                            [k] lpe_audio_irqchip+0x3ea993ec
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_hash_table_insert
     0.01%  gmain            [kernel.kallsyms]                 [k] psi_task_switch
     0.01%  WebExtensions    libc.so.6                         [.] pthread_mutex_lock
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005b572
     0.01%  gnome-shell      libc.so.6                         [.] 0x000000000006ad9b
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_slist_foreach
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] timekeeping_advance
     0.01%  ibus-daemon      libc.so.6                         [.] __strxfrm_l
     0.01%  InputThread      [kernel.kallsyms]                 [k] __hrtimer_next_event_base
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] g_get_monotonic_time@plt
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_input_device_get_device_name
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __x64_sys_poll
     0.01%  gnome-shell      iris_dri.so                       [.] __popcountdi2@plt
     0.01%  Xorg             [kernel.kallsyms]                 [k] _raw_write_unlock_irq
     0.01%  usb-storage      [kernel.kallsyms]                 [k] prepare_transfer
     0.01%  Socket Thread    libxul.so                         [.] 0x00000000040e4dc8
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_str_hash
     0.01%  InputThread      Xorg                              [.] mieqEnqueue
     0.01%  InputThread      [kernel.kallsyms]                 [k] _raw_spin_unlock_irqrestore
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_bit_lock
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_source_ref
     0.01%  firefox          libxul.so                         [.] 0x00000000045773f0
     0.01%  InputThread      [kernel.kallsyms]                 [k] llist_add_batch
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000002ed6ee2
     0.01%  eog              [kernel.kallsyms]                 [k] detach_entity_load_avg
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000005504bf
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ff2a40
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_display_get_type
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] clear_bhb_loop
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x000000000004e4bc
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_async_queue_length
     0.01%  swapper          [kernel.kallsyms]                 [k] update_fast_timekeeper
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] g_socket_is_closed
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x0000000000048b82
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x0000000000053704
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x00000000000f538f
     0.01%  snapd            [kernel.kallsyms]                 [k] avg_vruntime
     0.01%  InputThread      libc.so.6                         [.] mq_notify
     0.01%  systemd-journal  libsystemd-shared-255.so          [.] pid_get_comm
     0.01%  usb-storage      [kernel.kallsyms]                 [k] iommu_map_sg
     0.01%  StreamTrans #24  libc.so.6                         [.] 0x00000000001995c5
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] entry_SYSRETQ_unsafe_stack
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x0000000000035534
     0.01%  nautilus         libglib-2.0.so.0.8000.0           [.] 0x000000000005bb4a
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x0000000000057af0
     0.01%  ibus-engine-sim  [kernel.kallsyms]                 [k] vfs_write
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000002c302ff
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] __update_blocked_fair
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000002e70e7a
     0.01%  InputThread      [kernel.kallsyms]                 [k] kmemdup
     0.01%  InputThread      libc.so.6                         [.] 0x0000000000188a0d
     0.01%  journal-offline  [kernel.kallsyms]                 [k] blk_mq_run_hw_queue
     0.01%  journal-offline  [kernel.kallsyms]                 [k] elv_rqhash_find
     0.01%  journal-offline  [kernel.kallsyms]                 [k] mem_cgroup_css_from_folio
     0.01%  kworker/5:1H-kb  [kernel.kallsyms]                 [k] kthread_is_per_cpu
     0.01%  kworker/5:1H-kb  [kernel.kallsyms]                 [k] sd_setup_read_write_cmnd
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000003edf24
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] 0x00000000000acc90
     0.01%  usb-storage      [kernel.kallsyms]                 [k] __update_load_avg_se
     0.01%  swapper          [kernel.kallsyms]                 [k] update_vdso_data.constprop.0
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] g_type_interface_peek@plt
     0.01%  pool-tracker-mi  libicui18n.so.74.2                [.] icu_74::UIterCollationIterator::handleNextCE32(int&, UErrorCode&)
     0.01%  InputThread      Xorg                              [.] valuator_mask_set_unaccelerated
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000010404be
     0.01%  nautilus         [kernel.kallsyms]                 [k] rw_verify_area
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x000000000005e295
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] update_rt_rq_load_avg
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __memcg_slab_free_hook
     0.01%  Socket Thread    libc.so.6                         [.] pthread_mutex_lock
     0.01%  Xorg             Xorg                              [.] 0x000000000006fd62
     0.01%  gdbus            [kernel.kallsyms]                 [k] __virt_addr_valid
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __mod_memcg_lruvec_state
     0.01%  perf             [kernel.kallsyms]                 [k] clear_page_erms
     0.01%  MemoryPoller     libc.so.6                         [.] 0x0000000000062c50
     0.01%  gnome-terminal-  libX11.so.6.4.0                   [.] XNextEvent
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x00000000000352c3
     0.01%  gnome-shell      libmutter-mtk-14.so.0.0.0         [.] 0x0000000000003acd
     0.01%  Xorg             [i915]                            [k] psr_event_print
     0.01%  perf             perf                              [.] ring_buffer_read_head
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ns_search_one_scope
     0.01%  Isolated Web Co  libxul.so                         [.] 0x00000000029d0a9a
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] 0x0000000000074fd8
     0.01%  WebExtensions    [anon:js-executable-memory]       [.] 0x000000000000cdea
     0.01%  swapper          [kernel.kallsyms]                 [k] kthread_is_per_cpu
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x000000000008cbc0
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_time_zone_get_offset
     0.01%  Socket Thread    libxul.so                         [.] 0x00000000031b9cdd
     0.01%  irq/133-ELAN050  [hid_multitouch]                  [k] 0x000000000000085e
     0.01%  Inotify~tThread  [kernel.kallsyms]                 [k] __fdget
     0.01%  Xorg             Xorg                              [.] 0x0000000000082bf6
     0.01%  Xorg             Xorg                              [.] 0x00000000000fd41c
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] ext4_rename
     0.01%  gnome-shell      libst-14.so                       [.] st_theme_node_paint
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] blk_mq_get_tag
     0.01%  InputThread      [kernel.kallsyms]                 [k] __switch_to
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] gdk_window_get_parent@plt
     0.01%  firefox          libxul.so                         [.] 0x000000000491b720
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x000000000005b300
     0.01%  Isolated Web Co  libxul.so                         [.] 0x00000000045681b6
     0.01%  kworker/2:1-i91  [kernel.kallsyms]                 [k] acpi_ut_remove_reference
     0.01%  StreamTrans #24  libc.so.6                         [.] 0x0000000000091221
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000104af47
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] JS::Zone::forceDiscardJitCode(JS::GCContext*, JS::Zone::DiscardOptions const&)
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] 0x0000000000031b87
     0.01%  Xorg             libglamoregl.so                   [.] 0x000000000001048e
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x00000000000a3477
     0.01%  gmain            [kernel.kallsyms]                 [k] _find_next_and_bit
     0.01%  TaskCon~ller #3  libxul.so                         [.] 0x0000000002f8dbc1
     0.01%  Web Content      [kernel.kallsyms]                 [k] apparmor_file_permission
     0.01%  thermald         [kernel.kallsyms]                 [k] kfree
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] update_sg_lb_stats
     0.01%  Xorg             libpixman-1.so.0.42.2             [.] pixman_region_contains_point
     0.01%  InputThread      libinput_drv.so                   [.] libinput_event_pointer_get_dy_unaccelerated@plt
     0.01%  IPC I/O Parent   [kernel.kallsyms]                 [k] migrate_task_rq_fair
     0.01%  InputThread      libdrm.so.2.4.0                   [.] drmModeMoveCursor
     0.01%  Xorg             Xorg                              [.] 0x000000000006fd21
     0.01%  Isolated Web Co  libxul.so                         [.] 0x00000000031cca11
     0.01%  ibus-daemon      libglib-2.0.so.0.8000.0           [.] 0x000000000005e0da
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] check_heap_object
     0.01%  swapper          [kernel.kallsyms]                 [k] error_return
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] _raw_spin_unlock
     0.01%  swapper          [kernel.kallsyms]                 [k] irqentry_exit
     0.01%  Socket Thread    libc.so.6                         [.] 0x0000000000199b60
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x0000000000058571
     0.01%  Isolated Web Co  libxul.so                         [.] 0x000000000461c4f8
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __sys_recvmsg
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000176c20
     0.01%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] XPending@plt
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_mutex_lock
     0.01%  Socket Thread    libxul.so                         [.] 0x00000000038449c0
     0.01%  usb-storage      [usb_storage]                     [k] 0x0000000000004439
     0.01%  swapper          [kernel.kallsyms]                 [k] raise_softirq
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000002b5aaf8
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] clutter_backend_get_default_seat@plt
     0.01%  InputThread      Xorg                              [.] 0x00000000001dfd40
     0.01%  InputThread      [kernel.kallsyms]                 [k] entry_SYSCALL_64
     0.01%  kworker/u32:0-w  [kernel.kallsyms]                 [k] _raw_spin_lock
     0.01%  gnome-text-edit  [kernel.kallsyms]                 [k] unix_stream_recvmsg
     0.01%  InputThread      [kernel.kallsyms]                 [k] rep_movs_alternative
     0.01%  InputThread      [kernel.kallsyms]                 [k] wake_affine
     0.01%  kcompactd0       [kernel.kallsyms]                 [k] fill_contig_page_info
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] pixman_region32_subtract
     0.01%  InputThread      libinput.so.10.13.0               [.] 0x000000000003afb9
     0.01%  usb-storage      [kernel.kallsyms]                 [k] clflush_cache_range
     0.01%  nautilus         libgobject-2.0.so.0.8000.0        [.] 0x000000000003b443
     0.01%  kworker/14:1-i9  [kernel.kallsyms]                 [k] worker_thread
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] sock_def_readable
     0.01%  pool-tracker-mi  libglib-2.0.so.0.8000.0           [.] g_hash_table_lookup
     0.01%  Xorg             [kernel.kallsyms]                 [k] vfs_writev
     0.01%  Xorg             Xorg                              [.] 0x000000000006ffc0
     0.01%  gnome-terminal-  libvte-2.91.so.0.7600.0           [.] 0x000000000002a328
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005e0d3
     0.01%  Socket Thread    libxul.so                         [.] 0x0000000003672eb0
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] do_writev
     0.01%  sudo             [kernel.kallsyms]                 [k] pick_next_task_idle
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] __hrtimer_next_event_base
     0.01%  Isolated Web Co  libxul.so                         [.] 0x000000000631cb60
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __update_load_avg_cfs_rq
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] wbc_account_cgroup_owner
     0.01%  nautilus         libc.so.6                         [.] 0x000000000018afab
     0.01%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x00000000000120ad
